edad,ingreso_mensual_usd,n_dependientes,historial_credito,monto_solicitado_usd,tipo_prestamo,plazo_prestamo_meses,empleo_estable,propietario_vivienda,historial_endeudamiento,educacion,prestamo_aprobado
43,3512.674289013608,0,bueno,4512.193557349074,automotriz,36,0,0,45.416198467187925,universitaria,0
33,2543.0568081737624,4,bueno,5772.615763561736,hipotecario,60,1,0,27.062309747670696,secundaria,0
68,3458.066225084927,0,regular,4224.201582631884,automotriz,36,0,1,22.27991163709061,secundaria,1
54,4119.484349268801,0,malo,1447.9953221229262,personal,60,0,0,26.24582309317244,tecnica,0
39,3739.706946330215,0,malo,6854.81498357761,hipotecario,24,0,1,8.989669141163558,tecnica,1
74,3047.7042959361393,4,malo,3753.0713192879457,automotriz,36,0,1,21.80105467465415,tecnica,0
46,2482.450577835541,2,regular,6489.7968987873855,hipotecario,24,1,0,12.686753930513914,secundaria,0
31,3558.578650890872,2,malo,2471.711729944676,hipotecario,24,1,0,25.0997691724033,secundaria,0
45,3314.7883083373995,0,malo,2813.1268358071766,hipotecario,12,1,0,12.736406920228527,tecnica,0
22,3716.1545760221857,4,regular,6724.8668191107145,automotriz,24,1,1,16.552225546411037,secundaria,0
64,3508.1374413455756,2,bueno,5681.016185484047,personal,24,0,1,1.280290944769476,secundaria,0
66,3839.6421722554683,2,bueno,4122.828578630647,hipotecario,36,0,0,8.26754310052332,universitaria,1
47,2571.8118307515456,2,regular,5710.063196341675,personal,36,0,1,23.548738029360464,universitaria,1
63,4053.9152525074605,4,malo,3091.921728911284,personal,48,1,0,11.311539216815696,tecnica,0
69,3158.0796837539197,4,regular,5220.518234977819,automotriz,12,0,0,30.63773983785577,tecnica,0
22,4660.208698100212,0,bueno,5257.107846780131,automotriz,24,0,1,10.461109115866877,universitaria,0
29,2448.6497455283456,3,bueno,4252.436789617943,personal,12,0,1,24.53254501285771,secundaria,0
33,4388.771042532199,2,regular,3329.428588818483,hipotecario,60,0,1,12.381243710282416,tecnica,0
43,3158.3286267701183,3,regular,5140.497156429587,automotriz,24,1,1,23.85469775033526,tecnica,0
43,2478.8655971084413,4,bueno,4890.037713398204,hipotecario,12,0,0,4.652126709048606,tecnica,1
65,2612.891332756543,4,regular,4068.355842160782,hipotecario,48,0,0,15.468170243704417,secundaria,1
38,2743.722153444544,4,bueno,2932.3710596385,hipotecario,48,1,0,11.537867147122649,universitaria,0
56,3339.332757121533,3,regular,5024.954098670935,personal,24,1,1,28.8323257530898,tecnica,0
53,3418.2683904283995,4,regular,4073.3552703267883,hipotecario,60,1,0,24.622624644542043,universitaria,0
50,2541.039996849137,0,regular,2930.6847591261335,personal,48,0,1,7.674239453845178,universitaria,1
47,2980.516326191214,4,bueno,5087.059621516222,personal,48,0,1,17.968192633791194,secundaria,0
54,4713.816286889491,1,regular,8216.610944110773,hipotecario,60,0,1,12.276821572771654,secundaria,0
40,4382.0345360805695,3,bueno,4266.344668185844,hipotecario,12,0,0,29.502571938685428,secundaria,1
27,3349.0589357392255,1,bueno,7995.553082484046,hipotecario,48,1,1,32.71524147653939,secundaria,0
71,3030.40278253456,4,regular,9228.66342946019,hipotecario,36,0,1,5.583548534891866,secundaria,0
22,3096.025061374609,0,regular,3093.1621952446494,personal,48,0,1,28.26702974381481,secundaria,0
53,3490.8143781843332,2,bueno,5018.088416397929,hipotecario,12,1,1,11.767039307422905,tecnica,0
51,2181.7659478412756,4,bueno,9207.463835632618,hipotecario,12,1,1,17.47083227280681,universitaria,0
69,2794.098770061324,0,malo,4757.840077181912,personal,24,1,1,20.32254229060957,secundaria,0
48,1665.1327408979284,3,bueno,5073.624291530799,automotriz,36,0,1,38.166061635554726,tecnica,0
27,3319.3784980842233,1,malo,1659.9890512502166,automotriz,12,0,1,9.961502729691148,universitaria,0
36,3517.756751762193,1,malo,3936.676199360664,personal,60,0,1,28.34749722643302,secundaria,1
49,2613.450830160501,1,malo,6111.177369337875,automotriz,36,0,1,8.284955918303822,secundaria,0
18,4259.189410632026,3,regular,9858.5652859025,personal,36,0,1,7.594064151592656,tecnica,0
73,2019.3874695981272,0,regular,4607.986333056619,hipotecario,60,1,1,20.28463448419155,universitaria,0
22,1828.5000958321439,3,bueno,1674.7473554972903,hipotecario,48,1,0,20.217294909897227,secundaria,1
62,3179.5614548479775,1,malo,2189.501618453382,automotriz,60,0,0,-8.323183184692535,universitaria,1
21,3837.678642089724,4,regular,4928.4206281234065,hipotecario,60,0,1,31.595962893754976,tecnica,0
33,4347.1421531662945,2,regular,7354.413596104498,automotriz,48,0,1,-1.3911412443085105,secundaria,0
41,2632.892589704848,3,regular,6274.707365750791,automotriz,48,0,1,18.540625638866985,universitaria,1
33,3862.9446667450366,3,regular,5920.511727020253,hipotecario,48,0,0,33.276154516053055,tecnica,0
72,2969.1932243994343,0,regular,7618.288773835193,hipotecario,48,1,0,42.091839666886784,tecnica,0
19,2861.8981600473444,0,malo,3559.541824962097,automotriz,48,1,0,16.369501363114203,secundaria,1
66,3706.927949989338,3,malo,5038.189439915131,hipotecario,60,1,1,5.670509163829124,universitaria,0
45,3521.858302730736,1,malo,3959.235759595209,personal,24,0,1,32.90548225767958,secundaria,1
49,1738.8862744126004,2,malo,4457.088529095853,hipotecario,24,0,1,28.651565501202622,secundaria,1
44,4181.232279780716,0,bueno,2987.46129134903,hipotecario,12,1,1,15.110077104215247,universitaria,0
37,4104.073083317961,1,malo,4312.047857132408,personal,24,1,0,13.842625417907936,universitaria,1
41,2499.5498387923762,4,regular,4944.568867509202,hipotecario,24,0,1,12.826078363405685,universitaria,1
29,3316.6428267499273,0,malo,4257.057000276899,hipotecario,60,1,0,16.554134642653665,tecnica,0
67,3395.2241490261913,1,bueno,4677.876993972396,automotriz,48,1,0,23.16068142401631,tecnica,0
52,3208.5390126591255,1,regular,5810.081086874373,hipotecario,48,0,1,14.339854172632283,universitaria,0
50,2559.755876923664,2,malo,7477.391538128799,hipotecario,60,1,0,15.604197244377595,tecnica,0
50,2462.701305649559,2,malo,7622.311736225196,personal,24,1,0,26.412790194105757,secundaria,1
68,2979.5567432068437,4,malo,6522.843534793985,automotriz,60,1,0,5.175858589411273,universitaria,0
60,3938.183215407492,1,regular,2480.037043123368,automotriz,12,0,0,16.240642800864208,secundaria,0
54,3434.8801236755457,1,regular,4279.180028860293,automotriz,48,1,1,3.240589809008984,universitaria,0
29,2703.5085343311152,2,bueno,4451.429938574797,hipotecario,36,1,1,21.084124733529013,secundaria,1
20,3617.3589685186757,0,regular,3685.700338422871,automotriz,12,1,0,0.6059459185812557,universitaria,0
18,721.1659034959398,0,regular,5684.702358059213,personal,12,0,1,28.900101268264297,secundaria,0
50,3919.0125602976827,3,malo,1811.3430134370842,automotriz,60,0,0,6.853626042079945,universitaria,0
57,1608.2289769775202,2,regular,8387.132939056582,personal,24,1,1,2.274214346385456,universitaria,0
27,2710.047246877494,3,malo,7390.441343043429,automotriz,48,0,1,16.363867040983823,tecnica,0
60,2104.264084299085,2,malo,5956.404523803516,automotriz,36,1,1,37.1110729167705,secundaria,0
61,1964.2548194232754,4,regular,4875.78134015963,personal,12,0,1,27.111924534215756,tecnica,0
46,3928.6614299028156,1,bueno,7457.678590145107,automotriz,36,0,1,0.7768589454603436,secundaria,0
30,2625.839038950487,4,bueno,6378.8098735605345,automotriz,24,1,0,6.5687473235545895,tecnica,1
29,3277.2031053845726,2,regular,7213.2755684361855,automotriz,24,1,1,16.04399626754293,universitaria,0
48,2962.463536896653,1,bueno,4881.89583548032,hipotecario,36,1,0,42.38353161770861,tecnica,0
63,3381.632661778497,0,malo,8578.626171728334,personal,48,0,0,10.61045852031132,tecnica,0
19,3061.4575128482043,0,malo,7333.775751379712,automotriz,24,1,1,10.691147562968055,universitaria,0
68,1973.6062206491442,3,regular,6019.072590871863,personal,36,0,0,35.27429386880181,tecnica,0
67,3797.013455557712,2,bueno,7511.9458408623095,personal,12,0,1,21.94907205262376,universitaria,0
52,2604.99473347095,2,bueno,4161.676116332055,personal,36,1,0,30.53000027298741,secundaria,0
40,1754.734481072199,0,malo,2664.999281305947,automotriz,36,0,0,12.729004598240353,tecnica,0
34,2657.50787122727,4,regular,5643.1010260949515,automotriz,60,1,1,18.983641522709473,universitaria,0
43,4200.607832507449,1,bueno,4885.819108373063,personal,24,0,1,33.15631862188245,universitaria,1
25,3680.1773936907944,4,regular,4604.565315444742,hipotecario,48,1,1,18.551591232642,tecnica,0
46,2721.0782924737127,4,bueno,7432.624078698806,personal,48,0,1,31.230531975264633,secundaria,0
43,2720.593836545257,0,malo,5334.2784264212605,hipotecario,60,0,0,23.8726730043453,tecnica,0
27,2742.691959026094,0,malo,5527.138147070968,personal,48,1,1,9.603709215810811,universitaria,0
43,4661.398386848673,0,regular,4345.894882491808,personal,36,0,0,19.836827876539772,secundaria,0
51,3305.548361785243,3,malo,6762.246278559052,personal,60,1,0,29.813839922750333,tecnica,0
68,3344.0333177528555,4,bueno,6403.751562615839,automotriz,12,0,0,26.69416191186885,universitaria,0
58,3824.226763225474,2,malo,6747.319353788587,hipotecario,24,0,0,19.59747101579172,tecnica,0
24,3191.0313272212106,1,regular,4005.472066727643,hipotecario,24,0,0,1.0828561102850038,secundaria,0
21,2792.7662833434374,3,regular,7608.17692009399,personal,24,1,0,2.0400851859028393,secundaria,1
70,2842.9201207320175,2,regular,8677.536847532745,automotriz,36,1,1,4.166944103728838,secundaria,0
67,2942.7189924687486,4,bueno,6684.076794649412,automotriz,12,1,0,14.89557793233449,secundaria,0
62,2970.2222107921266,0,bueno,3381.423425511418,hipotecario,60,1,0,16.22882126306552,secundaria,1
28,3582.103634909584,4,bueno,3395.5954315275976,automotriz,60,1,0,5.24588598905977,tecnica,0
46,3041.5567086458395,1,bueno,4249.246088813825,hipotecario,24,0,1,30.225127936960163,secundaria,0
73,3586.112061772463,3,bueno,3871.245571962958,hipotecario,12,0,1,7.362309227794576,secundaria,0
53,2935.426735913134,3,malo,4857.814748625471,hipotecario,12,1,0,6.294409579329905,universitaria,0
42,3062.9081522528727,1,bueno,6264.884932735695,automotriz,12,0,1,20.882357538859488,secundaria,0
38,1401.439452374314,2,bueno,5579.904881499697,hipotecario,48,0,0,29.739051199932284,universitaria,1
74,3733.0621397619852,2,malo,5404.578112772578,hipotecario,48,0,1,40.54854619813167,universitaria,0
53,3277.1907807183943,3,bueno,4517.5945003997085,personal,24,0,0,25.82545054503177,universitaria,0
27,3798.4080878877216,3,regular,4852.3081456709015,hipotecario,12,1,1,35.798297187236194,tecnica,1
54,682.9956974450488,0,bueno,6593.151015058003,hipotecario,12,0,1,7.879433482734381,tecnica,1
26,4670.699763824582,2,bueno,976.0839450003705,personal,60,1,1,41.59739260660999,universitaria,0
41,2888.328297475861,1,regular,4977.219183042537,personal,60,1,0,1.3851554944451152,tecnica,0
52,3886.546253390013,2,regular,5575.97518985465,automotriz,24,0,0,14.961607461123194,secundaria,0
66,2168.0752582995756,0,regular,6567.166137094586,hipotecario,12,1,0,25.60652519578775,tecnica,0
52,3490.2191240500556,3,regular,2979.9081214323514,automotriz,24,0,1,3.947829843040566,secundaria,0
65,2157.267549461075,3,bueno,2874.1806350937622,automotriz,60,0,1,10.729499080746663,secundaria,0
53,2500.9848314433557,0,regular,6167.909989756267,personal,60,0,0,9.140774707103658,tecnica,1
35,4531.225083093429,1,regular,1191.095519486168,automotriz,48,1,1,16.897789927502654,tecnica,0
66,2847.454079389323,3,malo,7664.378221521571,hipotecario,24,1,0,34.21582856672674,universitaria,0
56,3173.9462985437785,4,regular,5453.183982985621,personal,24,1,0,20.168250662878105,tecnica,0
49,3696.0541845510033,3,regular,8117.442425686873,hipotecario,12,0,0,15.369360557659824,tecnica,0
41,3396.5455103780837,4,malo,2825.855246860974,hipotecario,12,0,0,-8.843243671782016,tecnica,0
40,3120.335124114861,0,malo,4127.281062563519,personal,48,0,1,24.66755204838579,secundaria,0
49,3291.96880197298,0,bueno,184.2633461462283,hipotecario,36,1,1,27.900154089781793,secundaria,1
54,4922.73246819062,3,malo,3408.6204740094477,personal,36,0,1,2.999802321897885,secundaria,0
29,2953.9049623731316,2,bueno,4632.306238556242,hipotecario,36,0,0,19.330276402774782,universitaria,0
66,3160.879237371974,4,malo,1074.584839983127,personal,24,1,1,21.93008190332047,universitaria,0
72,3840.5235168060894,1,malo,4210.746375603201,automotriz,24,1,0,29.646017573036936,universitaria,0
30,3884.420746366387,3,bueno,1025.3196462795113,hipotecario,60,1,0,12.75231541754526,secundaria,0
40,3949.624244448304,1,malo,4485.07963017715,personal,24,0,0,11.246396389152029,tecnica,1
42,3510.984177623348,3,bueno,7294.223854216473,hipotecario,24,0,0,15.435027015316383,universitaria,1
52,2085.596069815613,2,malo,4930.040499771754,hipotecario,24,0,0,32.84437052777384,universitaria,0
58,4306.745225840877,2,regular,8316.414745223607,hipotecario,48,1,0,30.4384544217267,secundaria,0
47,2082.9236855850495,2,malo,6572.585126789219,personal,24,1,1,19.78654697827586,universitaria,1
34,3242.1083721912264,2,bueno,7696.295697213943,automotriz,12,1,1,30.19776527188288,tecnica,0
66,2396.579319984514,0,malo,3470.109518243433,automotriz,12,1,1,-3.686912068521586,secundaria,0
37,2948.689322725606,0,bueno,3421.7167432147953,automotriz,60,0,1,27.916542060935257,secundaria,0
65,3263.0099282427846,4,bueno,5691.226832770737,personal,48,0,0,8.812338371861534,tecnica,1
42,3257.0857723602185,1,regular,1844.595816734282,automotriz,12,0,0,37.67024494395862,tecnica,0
39,3337.536603388228,3,regular,5942.287499524181,personal,48,0,1,9.35755288066776,tecnica,1
30,4290.9690152469175,3,bueno,4352.160366906141,hipotecario,48,0,1,11.472378347663554,universitaria,1
36,3362.8274412111837,0,malo,7659.993675093314,hipotecario,60,0,1,25.62423730131178,tecnica,0
66,2804.674691767481,3,bueno,6359.024508158821,automotriz,48,0,1,26.589541347810364,secundaria,1
53,3771.269734630686,0,bueno,7193.412860680254,personal,24,0,1,15.536679212328151,tecnica,1
29,3951.5763911397125,4,malo,3491.587837209906,hipotecario,48,1,1,23.714040344230305,secundaria,0
58,2017.913747890406,1,malo,7096.420537523456,personal,60,1,1,24.95379815328487,secundaria,0
36,3477.9200558798866,4,malo,7889.424988728566,personal,60,0,1,23.93114656058034,universitaria,0
29,3560.9381938487186,2,malo,4922.5723532393185,hipotecario,60,1,0,15.95445082441604,tecnica,0
26,2761.9491973120066,2,bueno,3521.298761267024,personal,12,0,0,25.052110240856905,universitaria,0
24,4100.565450649296,2,bueno,3556.425597531181,hipotecario,24,0,0,34.06370405016494,tecnica,0
45,2879.9555303739785,4,regular,7478.02598403193,hipotecario,12,1,0,7.745115207811734,tecnica,0
31,3100.4611627772338,3,bueno,10368.691484846622,hipotecario,36,0,1,11.59939964458194,tecnica,1
48,2861.5425405729043,1,malo,3036.709859649556,personal,24,0,0,20.272556323605794,tecnica,0
69,3012.463238065174,2,regular,2882.9598999148798,hipotecario,48,0,1,9.43775959331967,tecnica,0
36,2122.9799304838384,2,malo,6842.8283613489575,personal,60,0,0,1.9659626577273954,secundaria,0
64,1847.9592939245645,2,bueno,3492.172941266711,hipotecario,36,0,1,30.931229758819565,secundaria,0
33,4275.604050579977,1,regular,7036.71076845654,hipotecario,24,0,1,-2.287882660262497,tecnica,0
70,2322.430921345338,2,malo,5930.692347053292,automotriz,12,0,0,15.976173024756646,secundaria,0
22,2206.886120434954,1,regular,4952.045395004072,automotriz,60,1,0,27.589443197586707,universitaria,0
52,1277.2879091170282,2,regular,5882.543069043376,automotriz,12,1,1,22.666997895020724,universitaria,1
29,2488.830601848398,4,bueno,5760.396738306788,personal,24,0,1,16.127506340210477,universitaria,1
42,1941.5281652740014,4,malo,4640.787004427649,personal,24,1,1,9.025604234650409,tecnica,0
69,4313.6121281090955,1,regular,1487.277936723011,hipotecario,36,0,0,23.43867813147937,tecnica,1
38,3807.853671474107,4,regular,5357.3014571780695,hipotecario,48,0,0,10.116055615331272,secundaria,1
53,2449.479723857821,1,malo,8146.120732128329,hipotecario,12,0,1,22.659325863182623,secundaria,0
70,4801.948644275447,4,regular,1782.4626735909528,hipotecario,36,0,0,21.409176482347565,secundaria,1
40,3785.4123895932753,4,regular,3068.4299597221107,personal,60,1,1,21.510329090551355,universitaria,1
33,2740.134893193102,1,regular,5853.653949532022,hipotecario,48,1,0,13.596812408205844,universitaria,0
74,1000.4754281011415,3,malo,5077.183725464562,hipotecario,36,1,0,40.35009109334789,universitaria,0
56,4832.754058072594,4,malo,5822.364319168579,automotriz,12,1,0,23.582066338703747,universitaria,0
62,1888.3420265891232,2,malo,3601.3635843446764,hipotecario,24,0,0,17.212910757803527,secundaria,0
70,1683.6810024344866,3,malo,7324.916573184612,hipotecario,60,1,0,22.642705730618044,tecnica,1
59,3818.056345607712,1,bueno,5093.801131380422,hipotecario,12,0,1,12.255383560756899,tecnica,0
56,4951.801925071419,3,regular,6393.971044686114,personal,48,0,1,16.136955015220938,universitaria,1
31,4107.4182548084145,0,malo,5640.554821942193,automotriz,48,1,0,43.91919932119517,tecnica,1
48,3451.127296041888,0,regular,5350.989935921985,hipotecario,24,0,1,12.326191935576915,tecnica,0
22,3475.803473332229,4,regular,6253.66731405626,hipotecario,24,1,1,19.222272997355837,tecnica,0
52,3682.732447024246,4,bueno,5372.975907933901,automotriz,60,1,0,15.43895150250234,universitaria,0
40,3607.142871829412,2,malo,2619.601943808976,hipotecario,60,1,1,9.603660571752204,secundaria,0
46,3224.953139175501,3,malo,7174.713651431929,personal,24,1,0,24.210849902198063,secundaria,0
60,3083.360883161501,0,regular,6636.2545724963675,hipotecario,24,1,1,20.36472176654209,tecnica,0
28,2949.9254976803823,4,malo,786.2992172843806,personal,48,0,1,29.110273089999275,secundaria,0
35,2396.828328906659,3,regular,3691.599430248645,personal,24,1,1,28.10577920330005,secundaria,1
64,2775.459938506581,4,regular,7084.720924985613,hipotecario,36,1,1,29.007077190419956,universitaria,0
29,1645.6345486436917,4,bueno,1346.1429070443323,automotriz,12,0,1,10.817966271490063,universitaria,0
26,2921.3282985642,0,bueno,6887.133763801488,personal,24,1,1,26.40960799203096,tecnica,0
27,2209.127114279266,0,bueno,4717.554928691498,automotriz,60,1,1,26.652715062900945,tecnica,1
61,2117.128546227383,4,regular,7680.565140667982,hipotecario,36,0,0,9.78937001793144,tecnica,0
34,3143.915320922783,1,malo,4997.706421849073,personal,60,0,0,16.813837577727604,universitaria,0
55,4113.601829075679,4,bueno,3555.8640140087446,hipotecario,36,1,0,5.438879035210318,secundaria,1
24,3734.6532848018505,4,malo,5616.171321518281,automotriz,24,0,0,26.69622632380284,universitaria,0
63,1743.5995171014583,2,bueno,4939.229020980028,hipotecario,12,1,1,26.650224694439736,universitaria,0
30,2208.29749074373,2,bueno,3378.2977317186387,hipotecario,60,0,1,34.30362799118355,secundaria,0
57,3752.6169503905726,2,regular,9436.686966022773,personal,36,1,1,17.712014921856543,secundaria,1
59,2214.0100851693524,1,bueno,3057.8036368313706,hipotecario,48,1,0,24.51469586563796,tecnica,0
26,2820.2934800023804,1,bueno,514.0892498804114,hipotecario,24,1,0,29.877351010253083,secundaria,0
67,3440.0416792196415,4,regular,8163.397936242985,hipotecario,12,0,0,12.461084714453085,secundaria,0
44,2225.324436109092,2,malo,3832.873055368147,personal,24,1,1,10.940348586823008,secundaria,1
19,3084.300404916768,1,bueno,4406.453478068609,automotriz,48,0,0,12.77114798923835,secundaria,0
22,1932.7796040654364,0,regular,4284.187870741932,automotriz,12,1,1,16.50704531794779,tecnica,0
46,2518.905884839029,4,bueno,3860.697131683348,hipotecario,48,1,0,11.294456443538468,tecnica,1
54,3255.82554731403,3,regular,3467.615057473108,personal,24,1,1,13.201722900387763,secundaria,0
55,1725.6050131746645,4,malo,3006.365395006071,hipotecario,36,1,0,28.809151690332452,secundaria,1
36,3352.379790368319,3,malo,5129.519523409132,automotriz,24,1,1,19.036533685057073,tecnica,1
25,2984.289760858655,2,regular,4196.02488464873,personal,24,0,0,23.06698373659436,tecnica,1
65,3441.9919635337183,3,regular,6460.7243806678935,automotriz,24,0,0,14.492832118814247,secundaria,0
62,3179.131307251729,2,regular,5965.388103232308,automotriz,60,0,1,13.836345708176598,universitaria,0
18,4091.312343979075,0,malo,3144.9756129491916,personal,48,1,1,22.855558895403973,tecnica,1
39,3100.179602118326,3,bueno,5217.042552144712,personal,48,1,0,21.26062328003405,tecnica,1
69,2656.4755670997974,4,malo,4164.3233517572935,hipotecario,48,0,1,27.779866783080692,tecnica,0
34,3097.838002425827,2,regular,3016.6791147326685,hipotecario,60,1,0,33.01592998003993,secundaria,1
24,3434.6384232291102,4,regular,6378.863141030265,automotriz,36,1,1,13.085877957235951,secundaria,0
42,3039.0880562605635,1,malo,4757.3494413832705,personal,24,1,0,28.61184537763781,tecnica,0
62,3032.4733529631058,2,regular,4184.899959659042,personal,36,0,1,9.201938323068372,secundaria,0
21,2438.4066497545955,3,malo,3288.8655271534417,hipotecario,60,0,0,40.73778682803284,secundaria,1
53,2469.6792659592415,2,regular,2944.126477853322,automotriz,48,0,0,12.136959468616713,tecnica,0
23,1877.9157825602451,4,bueno,8977.536047829091,automotriz,24,0,0,26.906305697567596,secundaria,0
48,4399.661394549552,0,bueno,5668.237299259993,hipotecario,12,0,1,9.127596612553344,universitaria,1
36,2004.909411686972,2,regular,2817.741925594367,personal,12,1,0,18.479091138532013,secundaria,0
61,2445.675841763274,3,malo,5575.731796645626,hipotecario,36,1,1,35.45733142153516,secundaria,0
71,2425.274187544642,1,bueno,7124.032353591076,hipotecario,48,1,1,11.822958480139272,tecnica,0
56,3715.939501555553,0,malo,5335.0352250600845,hipotecario,12,1,1,42.041861678862226,tecnica,0
44,2764.040257366378,1,regular,7748.042684266249,hipotecario,36,0,0,19.94724402890954,universitaria,0
27,3998.1936581389873,2,malo,1914.3737158600657,personal,60,0,1,29.757125379826658,secundaria,1
43,2461.2075006049054,4,bueno,1017.3559052395785,hipotecario,36,1,1,24.02944573503603,universitaria,0
36,3223.1953297790415,4,malo,5521.034843707506,personal,36,0,1,24.57040065596367,universitaria,1
56,2331.722357392194,3,malo,5552.992286747766,hipotecario,36,1,0,5.738862828568953,tecnica,0
20,4716.119302218711,4,regular,-1679.0003565084844,automotriz,24,1,1,15.271472070219538,secundaria,0
62,2049.9212647763898,0,regular,3752.84781759597,personal,36,1,1,31.959764624837035,tecnica,0
30,3247.856568181622,4,regular,2982.6753712330897,automotriz,36,1,1,16.55678798230003,universitaria,0
67,3507.0215047456786,3,bueno,2216.107518593687,hipotecario,24,0,1,21.388320827178134,universitaria,0
45,3331.0392779611984,2,bueno,2977.9164707803784,hipotecario,24,1,0,4.525778716308489,tecnica,0
37,2851.7698728978335,2,regular,6191.575603198719,hipotecario,60,0,0,14.624230589992559,tecnica,0
45,2896.143440213259,4,regular,2965.1899574205836,personal,48,1,1,31.230392976314654,tecnica,0
25,3035.0491775832875,1,bueno,3033.7557308363166,automotriz,12,1,1,7.173705680730597,tecnica,0
58,2882.398398697209,2,bueno,1762.3893822846421,personal,12,1,1,27.17079036996164,tecnica,0
56,3771.1032934359278,4,bueno,7537.819285031652,personal,36,1,1,21.777781385849856,universitaria,1
18,4768.418401273081,3,bueno,5869.264730941269,hipotecario,60,0,0,17.640445139768214,tecnica,0
20,2554.006571993733,4,regular,15.287594194197482,automotriz,36,1,0,17.20075457677993,secundaria,0
30,1904.1576163367376,2,bueno,3035.519841553627,hipotecario,12,0,0,15.089703019220124,universitaria,1
45,2929.3743613189963,3,regular,6057.035768789852,personal,24,1,0,15.980290279430372,universitaria,1
74,5063.7674701234555,4,malo,7562.785097965674,hipotecario,48,1,1,29.297402248111574,secundaria,0
66,2357.060345624215,0,malo,6681.677518733313,automotriz,60,1,1,15.679561857552258,secundaria,0
42,4311.293444355254,3,bueno,4288.634179484229,hipotecario,24,0,0,38.07590322192307,universitaria,0
73,4342.160651261152,0,malo,1137.2462784139234,automotriz,48,1,0,22.99532503043212,tecnica,0
50,2557.1294066336045,1,malo,6740.49798782262,automotriz,60,1,1,14.237380709717275,universitaria,1
55,3455.18646334822,3,malo,4406.206297358991,hipotecario,60,1,1,29.733659524856144,universitaria,1
70,4302.71729850283,0,bueno,5137.724029230139,personal,12,1,1,26.238959430765767,secundaria,0
23,2696.6978072100105,2,bueno,4645.1591235830065,hipotecario,24,1,1,3.4582355977234123,universitaria,1
61,2837.1357119181107,2,malo,2288.9410008474642,personal,60,0,1,9.655286429824624,tecnica,0
62,2534.6552688410848,1,regular,5728.500424445978,personal,60,0,0,18.845796987975877,secundaria,0
49,2188.1946154457064,3,malo,5452.918062226893,hipotecario,48,1,0,4.163920655798027,universitaria,1
62,2480.5779639471943,3,bueno,4148.422314170403,personal,12,1,1,40.905299019716125,universitaria,0
64,2020.8477865901948,3,bueno,5942.211599724974,personal,36,0,1,28.22232182039341,tecnica,1
38,3027.2667746073807,1,bueno,2252.000905153388,hipotecario,12,1,0,19.866671529635383,universitaria,1
33,2384.0214151530863,3,malo,4461.994448233782,hipotecario,36,0,1,16.572934463867366,universitaria,0
71,3187.028729432598,2,regular,5052.254945871578,hipotecario,24,1,0,14.00336345641001,universitaria,0
38,1755.2834830370982,0,bueno,1530.1447357298757,personal,24,1,0,0.3596784202909049,universitaria,0
28,3264.704185771566,2,bueno,4885.806778327893,automotriz,60,0,0,2.6712634835437044,tecnica,0
54,3666.8231692871395,2,malo,6467.290293362592,personal,24,1,0,39.01120731267608,universitaria,0
53,1405.0114859428356,0,regular,4393.538151914265,automotriz,60,0,1,35.73599639232585,universitaria,0
52,3299.245255878058,2,malo,4931.770194971311,hipotecario,12,0,1,14.242222450759595,universitaria,1
36,3982.1351939786337,1,bueno,6124.688078468334,automotriz,24,0,0,29.07999156182457,secundaria,0
37,2032.2871850470356,0,regular,4224.399782267455,hipotecario,12,1,1,25.06420774997031,tecnica,0
74,4338.0579094701625,2,regular,4404.405200911422,hipotecario,12,0,1,26.24287956648842,secundaria,0
35,3335.2152074928363,4,bueno,2646.5929709350658,automotriz,24,0,1,5.748222354992944,secundaria,1
64,2435.990515393273,2,regular,4970.12644535847,hipotecario,12,1,1,1.9182207746984012,tecnica,0
58,2955.384737873835,1,regular,4330.303032790439,automotriz,24,1,0,31.82594359069889,secundaria,0
66,3446.661530017378,3,malo,5998.179590106645,hipotecario,24,1,1,0.2070169696316988,secundaria,1
31,3060.804313129929,2,bueno,6126.919908366478,personal,24,1,0,18.518064586174848,secundaria,0
32,3431.0047939570954,3,bueno,6582.418078025762,personal,36,1,0,16.32297673782213,tecnica,0
48,2263.461125536507,4,bueno,3983.4792982097383,hipotecario,12,1,1,15.398490383235915,universitaria,1
18,3135.488659228862,2,bueno,646.837828751768,hipotecario,48,0,0,23.14450822290657,tecnica,0
70,1869.0284024760158,0,bueno,6483.279492929549,automotriz,24,1,1,13.224075702215483,tecnica,1
71,2911.01915092104,3,regular,5862.241928194819,personal,12,0,1,23.957354624650478,tecnica,0
71,2276.873886828168,4,malo,3729.41679062782,automotriz,60,1,0,21.41155414691195,secundaria,0
20,2411.576045928187,0,bueno,6109.880399134674,hipotecario,24,0,1,40.98732354050425,universitaria,1
33,3988.87454016835,0,malo,2102.8203949675167,hipotecario,24,0,0,6.145906081818707,tecnica,0
40,3873.048096475415,0,malo,7060.48042574055,automotriz,48,1,0,20.29268983904827,tecnica,1
74,3487.3104967257414,0,regular,4332.7508964119,hipotecario,36,1,1,24.313450998777633,universitaria,1
28,2126.149788261937,2,bueno,3342.144773990209,personal,36,0,1,17.43597444467704,universitaria,1
29,2746.8732402441583,2,regular,3756.5968875222247,automotriz,24,1,1,6.629248921121619,universitaria,1
27,3970.478159983347,2,bueno,4537.030027999575,personal,12,1,0,32.571027806551946,secundaria,0
